Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:6HTJZ0TQJVMSKkUGzAOe2h,d9df39ebaa4148dcad17d8311666f155,2025-08-04T21:08:46Z,2,,f41e0faf340b46898888a6e511738e65
spotify:track:3USxtqRwSYz57Ewm6wWRMp,d9df39ebaa4148dcad17d8311666f155,2025-08-04T21:08:46Z,2,,f41e0faf340b46898888a6e511738e65
spotify:track:059xhIlp6iK1rPH3vX5rp8,d9df39ebaa4148dcad17d8311666f155,2025-08-04T21:08:46Z,1,,f41e0faf340b46898888a6e511738e65
spotify:track:2Q5wSOwq6BDSu7sSVMNrtT,d9df39ebaa4148dcad17d8311666f155,2025-08-04T21:08:46Z,1,,f41e0faf340b46898888a6e511738e65
spotify:track:03xNUQYx0Mb7Sdsq0YcZgY,4bef5cf5b9314383b6c61a18935d5f4d,2025-08-05T23:07:11Z,2,,f41e0faf340b46898888a6e511738e65
spotify:track:76hfruVvmfQbw0eYn1nmeC,4bef5cf5b9314383b6c61a18935d5f4d,2025-08-05T23:07:11Z,1,,f41e0faf340b46898888a6e511738e65
spotify:track:6HTJZ0TQJVMSKkUGzAOe2h,4bef5cf5b9314383b6c61a18935d5f4d,2025-08-05T23:07:11Z,3,,f41e0faf340b46898888a6e511738e65
spotify:track:76hfruVvmfQbw0eYn1nmeC,4ad89e5b9e954a30b70342f39fb86a85,2025-08-06T18:07:10Z,2,Even though I've heard it a bunch it's the song that got most stuck in my head while at this beach trip ,f41e0faf340b46898888a6e511738e65
spotify:track:22dzIrhKp4KQK6m2N24rcA,4ad89e5b9e954a30b70342f39fb86a85,2025-08-06T18:07:10Z,2,,f41e0faf340b46898888a6e511738e65
spotify:track:2Q5wSOwq6BDSu7sSVMNrtT,4ad89e5b9e954a30b70342f39fb86a85,2025-08-06T18:07:10Z,1,,f41e0faf340b46898888a6e511738e65
spotify:track:65jrjEhWfAvysKfnojk1i0,4ad89e5b9e954a30b70342f39fb86a85,2025-08-06T18:07:10Z,1,This one was the only one my parents enjoyed down here lol,f41e0faf340b46898888a6e511738e65
spotify:track:3USxtqRwSYz57Ewm6wWRMp,ab24c78104ff4746a452998ff54bc542,2025-08-07T15:06:02Z,3,,f41e0faf340b46898888a6e511738e65
